ElevationDeg,GaseousLossDb,CloudLossDb,RainLossDb,ScintillationLossDb,TotalAtmosphericLossDb
5,0.396503213107248,0.0182829165792368,0.000297474289518547,0.326961751114081,0.723992476467777
6,0.33060403798062,0.0152442801151364,0.000236954536637793,0.262326388368727,0.593386843089561
7,0.283562141836694,0.0130751600815595,0.000195925282494587,0.217751748680107,0.501717925074234
8,0.248306115203334,0.0114494910515365,0.000166370428281388,0.185316679011553,0.433986485080683
9,0.220907407017424,0.0101861260154344,0.000144134062861115,0.160752459587316,0.381991445757011
10,0.199008895483366,0.00917637717519401,0.000126845014436403,0.141564494795236,0.340878751794494
11,0.181110602107615,0.00835107994207662,0.000113051100410033,0.126201853812121,0.307595974463158
12,0.166212548723323,0.00766412493587755,0.000101813529352268,0.113651944247378,0.28012951072396
13,0.15362244974131,0.00708359060020699,9.24989816123368e-05,0.103226889142375,0.257098470652914
14,0.142845822014312,0.00658667612580927,8.46652004805404e-05,0.0944437914557657,0.237524946110557
15,0.133520050761746,0.00615666120484166,7.79943712325973e-05,0.0869541450251867,0.22069742321133
16,0.125373180778655,0.00578100587757337,7.22524983793119e-05,0.0805004233352503,0.206086121443521
17,0.118197251929584,0.00545012102169043,6.72636706110977e-05,0.0748884065787631,0.193288629422269
18,0.111830522816699,0.0051565486787546,6.28932221997674e-05,0.0699689879004822,0.181993916702508
19,0.106145308031787,0.00489440122518662,5.90364055188791e-05,0.0656258860164217,0.171957871116669
20,0.1010394642379,0.00465896879219647,5.56105846385834e-05,0.0617671486215285,0.162986279390371
21,0.0964303088042388,0.00444643885168483,5.25497398130208e-05,0.0583191530355253,0.154922740016554
22,0.0922501970002093,0.00425369227894954,4.98005249178867e-05,0.0552222904488423,0.147639919988587
23,0.0884432529699098,0.00407815261665439,4.73193906723746e-05,0.0524278089423931,0.141033125281823
24,0.0849629179679171,0.00391767302303248,4.50704532260299e-05,0.0498954690283906,0.13501550197136
25,0.081770087023353,0.00377045035274537,4.302389296804e-05,0.0475917785844382,0.129514405791694
26,0.0788316756093954,0.00363495906545954,4.1154736386014e-05,0.0454886473038402,0.124468621675245
27,0.0761195048354993,0.00350989982162847,3.94419185783168e-05,0.0435623491681032,0.119826210177272
28,0.07360942553182,0.00339415909368631,3.78675540678496e-05,0.0417927139891536,0.115542822120817
29,0.071280623562371,0.00328677713376892,3.64163640639071e-05,0.0401624913214326,0.111580367037587
30,0.0691150640803904,0.00318692234811371,3.5075222521502e-05,0.0386568454944065,0.107905951823823
31,0.0670970433520479,0.00309387063147736,3.3832793328411e-05,0.0372629513952077,0.104491027833447
32,0.0652128246181049,0.00300698857657609,3.26792380566267e-05,0.0359696683917252,0.10131070024305
33,0.0634503401674867,0.00292571973658276,3.16059788365535e-05,0.0347672753896039,0.0983431648368029
34,0.0617989459911002,0.00284957331211949,3.06055046454569e-05,0.0336472541077089,0.0955692456493099
35,0.0602492185000517,0.00277811477785605,2.9671212051624e-05,0.0326021106751179,0.0929720130420489
36,0.0587927851292871,0.00271095807157811,2.87972735014448e-05,0.0316252279017435,0.0905364663774994
37,0.0574221824161147,0.00264775905013303,2.79785277726279e-05,0.0307107422658392,0.0882492689165386
38,0.0561307364926736,0.00258820997889137,2.72103883800904e-05,0.0298534409443033,0.0860985251984247
39,0.0549124619695638,0.00253203486923192,2.6488766609358e-05,0.0290486751924435,0.0840735931827255
40,0.0537619759924238,0.00247898551565721,2.58100065358283e-05,0.0282922871355275,0.0821649249936654
41,0.0526744248812026,0.00242883811310203,2.5170829918048e-05,0.027580547620886,0.0803639313224591
42,0.0516454212552666,0.00238139035774769,2.4568289266624e-05,0.0269101032375714,0.0786628654953847
43,0.0506709899376126,0.00233645895264444,2.39997277151853e-05,0.0262779309709575,0.077054723966292
